pitch_type,batted_ball_type,hit_x,hit_y,exit_velocity,launch_angle,outcome,batter_stand,hit_distance,player
CH,ground_ball,-38.97,94.81,98,6.8,single,L,132,bellinger
FF,fly_ball,-43.03,101.93,89.6,57.5,field_out,L,205,bellinger
SL,ground_ball,26.05,28.27,60.9,-25.7,grounded_into_double_play,L,4,bellinger
FF,fly_ball,-63.7,59.6,73.2,48.8,single,L,210,bellinger
CH,line_drive,32.37,35.72,83.6,10.6,field_out,L,129,bellinger
FF,ground_ball,21.49,94.68,98.9,-0.3,single,L,54,bellinger
CH,ground_ball,35.19,36.4,66.7,-41.5,field_out,L,2,bellinger
SL,ground_ball,37.23,53.16,75.7,-5.4,field_out,L,18,bellinger
FF,popup,-47.61,17.6,80,69,field_out,L,NA,bellinger
CH,popup,-13.06,19.63,80,69,field_out,L,NA,bellinger
SI,line_drive,26.52,107.51,82.5,18.3,single,L,266,bellinger
CH,fly_ball,49.21,109.27,78.4,30.4,field_out,L,284,bellinger
SL,fly_ball,-16.27,120.68,84,40,field_out,L,292,bellinger
FF,ground_ball,10.88,18.27,82.9,-20.7,field_out,L,NA,bellinger
KC,ground_ball,24.77,27.39,90.7,-5.8,grounded_into_double_play,L,14,bellinger
FF,fly_ball,-73.77,79.73,86.1,50.1,field_out,L,259,bellinger
FF,fly_ball,-45.57,79.02,68.6,38.3,single,L,222,bellinger
FF,line_drive,5.75,61,104.1,9.7,single,L,209,bellinger
FF,popup,18.03,74.11,75.4,55.6,field_out,L,187,bellinger
SL,ground_ball,28.12,42.6,74.2,5.8,field_out,L,64,bellinger
SI,popup,21.02,84.68,80,69,field_out,L,NA,bellinger
FF,ground_ball,22.04,86.71,95,-18.5,single,L,8,bellinger
FF,ground_ball,-3.01,59.26,96.1,-6.8,field_out,L,13,bellinger
FF,fly_ball,24.72,128.15,82.6,34.9,field_out,L,311,bellinger
FF,ground_ball,41.55,34.52,83.2,3.1,field_out,L,64,bellinger
FT,ground_ball,-15.73,44.66,95.6,-6.3,field_out,L,8,bellinger
FF,fly_ball,99.73,137.28,105.1,32.4,home_run,L,399,bellinger
SL,line_drive,0.05,117.83,90,17.4,field_out,L,283,bellinger
FF,popup,-8.55,-9.7,80,69,field_out,L,NA,bellinger
SL,fly_ball,57.71,165.84,104.5,28.7,home_run,L,415,bellinger
SI,fly_ball,-29.72,148.45,92.2,29.8,field_out,L,360,bellinger
CU,ground_ball,34.03,33.4,100.3,-1.8,single,L,36,bellinger
FC,fly_ball,47.52,144.36,92.7,26.7,field_out,L,360,bellinger
KC,line_drive,62.54,64.72,94.5,15.5,double,L,214,bellinger
SL,ground_ball,35.55,30.35,100.1,-10,field_out,L,13,bellinger
CH,ground_ball,10.77,57.95,72.1,11.3,field_out,L,102,bellinger
FC,line_drive,100.95,86.12,101.7,10.9,triple,L,198,bellinger
FF,line_drive,-63.95,102.03,88.7,20.9,field_out,L,288,bellinger
SL,line_drive,32.62,36.38,103.8,9.8,field_out,L,176,bellinger
FF,line_drive,-45.67,50.26,59.4,33.3,double,L,167,bellinger
CH,ground_ball,30.47,29.68,74.2,-38.3,field_out,L,3,bellinger
CU,fly_ball,-7.69,154.46,101.6,37.6,field_out,L,371,bellinger
FT,fly_ball,14.54,165,101.2,28.8,field_out,L,392,bellinger
FT,ground_ball,-84.61,90.25,81.4,7.7,double,L,118,bellinger
CH,ground_ball,23.4,23.85,81.4,-6.2,field_out,L,12,bellinger
SL,popup,-39.48,14.05,80,69,field_out,L,NA,bellinger
FF,popup,37.24,79.62,79.4,54.6,field_out,L,212,bellinger
SI,ground_ball,24.31,39.59,96.5,-9.6,field_out,L,10,bellinger
CH,ground_ball,27.36,43.65,82.9,-20.7,field_out,L,NA,bellinger
FF,fly_ball,-82.54,117.67,94.3,31.6,field_out,L,341,bellinger
SL,ground_ball,57.27,76.6,104.5,4.5,single,L,100,bellinger
CH,line_drive,81.34,76.61,100.4,17.1,double,L,264,bellinger
CH,ground_ball,34.2,43.65,78.5,4,field_out,L,58,bellinger
CU,fly_ball,-72.85,131.94,98,37.5,field_out,L,357,bellinger
FC,line_drive,37.43,62.96,85.2,13.6,field_out,L,178,bellinger
FF,line_drive,23.05,38.07,101.8,7.3,double_play,L,131,bellinger
SI,popup,5.64,80.29,78.1,54.4,field_out,L,197,bellinger
CU,fly_ball,-33.22,109.05,89.8,46.9,field_out,L,283,bellinger
CU,line_drive,-39.68,122.89,87.8,21.5,field_out,L,308,bellinger
FF,line_drive,38.9,121.88,98.8,14.5,double,L,253,bellinger
CH,line_drive,23.06,113,90.1,14.6,single,L,227,bellinger
CU,fly_ball,-20.24,125.22,89.2,41.6,field_out,L,304,bellinger
CH,ground_ball,-11.61,45.82,65,-25,field_out,L,4,bellinger
FF,ground_ball,15.64,48.85,92.1,-13.9,grounded_into_double_play,L,12,bellinger
SL,fly_ball,-3.51,175.49,103.7,29.2,home_run,L,416,bellinger
FC,popup,-29.43,30.94,80,69,field_out,L,NA,bellinger
FT,ground_ball,60.82,69.09,102,-7,single,L,19,bellinger
FF,fly_ball,60.22,149.57,98.8,26,double,L,381,bellinger
CH,ground_ball,25.94,41.58,86.8,2.1,field_out,L,53,bellinger
FT,fly_ball,52.15,162.61,100,30.9,home_run,L,404,bellinger
FF,fly_ball,107.19,138.9,104.6,33.1,home_run,L,412,bellinger
FF,popup,16.38,17.61,80,69,field_out,L,NA,bellinger
FF,fly_ball,12.59,100.93,83.1,48.7,field_out,L,245,bellinger
FF,ground_ball,35.42,51.68,90.9,-3.7,field_out,L,36,bellinger
CH,line_drive,68.88,92.52,102.6,13.4,single,L,224,bellinger
FF,fly_ball,-32.59,160.26,97.8,25.7,field_out,L,387,bellinger
FF,fly_ball,-47.56,57.74,89.2,39.3,field_out,L,NA,bellinger
FF,ground_ball,-9.09,7.05,46.8,-16.4,single,L,7,bellinger
FF,fly_ball,41.36,172.43,104.3,30.5,home_run,L,419,bellinger
FF,ground_ball,41.86,65.35,90.1,-12.2,field_out,L,12,bellinger
FF,popup,41.32,63.32,80,69,field_out,L,NA,bellinger
FF,popup,-47.25,15.22,80,69,field_out,L,NA,bellinger
CH,line_drive,76.05,79.64,95.9,20.2,double,L,260,bellinger
CH,ground_ball,27.28,37.53,96,-12.1,field_out,L,13,bellinger
SI,fly_ball,-48.2,163.64,102.1,26,home_run,L,404,bellinger
SL,fly_ball,-41.72,111.95,85.7,39.3,field_out,L,286,bellinger
SL,popup,-23.09,27.43,80,69,field_out,L,NA,bellinger
CH,ground_ball,32.68,35.54,93,-10.2,field_out,L,13,bellinger
SI,ground_ball,15.19,52.27,93.8,2.4,field_out,L,64,bellinger
FF,ground_ball,12.15,35.03,82.9,-20.7,field_out,L,NA,bellinger
SL,popup,-5.6,-20.74,80.6,85.6,field_out,L,44,bellinger
SL,ground_ball,3.28,52.77,84.9,5.5,field_out,L,87,bellinger
FF,ground_ball,-13.96,109.55,94.7,3.2,single,L,83,bellinger
FF,ground_ball,-15.99,44.66,93,-3.5,force_out,L,21,bellinger
CU,line_drive,-52.85,107.89,89.6,18.1,field_out,L,288,bellinger
CH,ground_ball,23.55,45.17,71.7,-14.9,field_out,L,7,bellinger
FF,ground_ball,28.88,43.65,102.8,0.8,field_out,L,45,bellinger
FT,ground_ball,35.97,32.49,103,-0.9,field_out,L,43,bellinger
FF,fly_ball,-44.12,85.22,79.4,51.5,field_out,L,222,bellinger
FF,fly_ball,NA,NA,109.1,33.8,home_run,L,419,bellinger
FF,ground_ball,29.89,48.21,103.7,3,field_out,L,78,bellinger
FT,fly_ball,-52.66,128.32,90.7,27.2,field_out,L,330,bellinger
FT,ground_ball,2.52,56.32,99.7,-2.1,field_out,L,19,bellinger
FT,fly_ball,-72.81,114.12,96.3,44.8,field_out,L,322,bellinger
FF,fly_ball,8.46,122.07,80,34.7,field_out,L,294,bellinger
FF,fly_ball,21.16,166.41,101.8,32.8,home_run,L,398,bellinger
FF,fly_ball,-88.58,126.83,98.5,26,double,L,366,bellinger
SI,line_drive,90.66,156.34,107.7,23.6,home_run,L,425,bellinger
KC,fly_ball,-47.16,116.96,92.1,52,field_out,L,301,bellinger
CH,ground_ball,38.08,36.74,72.6,-31.9,field_out,L,3,bellinger
SL,line_drive,81.74,127.79,106.2,18.9,double,L,357,bellinger
FF,line_drive,0.66,88.85,73.9,20.3,single,L,216,bellinger
FF,line_drive,34.26,154.55,105.1,19.7,double,L,375,bellinger
FF,ground_ball,62.91,96.09,102.9,-1.1,single,L,38,bellinger
FF,fly_ball,-79.49,98.37,84.1,37.4,field_out,L,301,bellinger
FF,fly_ball,-47.54,124.48,89.8,37,field_out,L,318,bellinger
CU,fly_ball,12.17,131.42,90.5,37.9,field_out,L,315,bellinger
FF,ground_ball,33.16,32.84,97,-9.4,field_out,L,14,bellinger
FF,ground_ball,49.92,83.64,101.6,4.3,single,L,115,bellinger
SI,fly_ball,-64.33,121.6,99.2,44.2,field_out,L,327,bellinger
SI,fly_ball,66.61,83.89,73.4,33.6,field_out,L,254,bellinger
CH,fly_ball,-38.97,77.54,83.9,61.2,field_out,L,197,bellinger
FF,ground_ball,27.57,26.24,74.4,-47.4,field_out,L,3,bellinger
FF,fly_ball,2.25,148.84,102.1,41.9,field_out,L,354,bellinger
SI,line_drive,11.44,85.05,75.7,16.2,single,L,168,bellinger
SL,fly_ball,-13.6,110.19,87.2,47.8,field_out,L,267,bellinger
SL,line_drive,5.49,140.48,89.8,23.9,field_out,L,335,bellinger
CH,ground_ball,85.91,93.33,101.5,3.8,double,L,86,bellinger
CH,fly_ball,-56.02,80.93,84.6,54.6,field_out,L,237,bellinger
SL,fly_ball,-59,99.56,86.4,43.9,field_out,L,277,bellinger
FT,line_drive,36.8,92.78,105.2,8.4,single,L,142,bellinger
FF,line_drive,1,95.99,70.2,24,single,L,233,bellinger
FT,ground_ball,14.58,46.63,62.8,3.6,grounded_into_double_play,L,54,bellinger
CH,ground_ball,27.78,29.87,98.7,3.5,field_out,L,71,bellinger
CH,fly_ball,-78.38,111.14,96.6,27.1,field_out,L,349,bellinger
SL,line_drive,35.16,38.44,84.6,11.7,field_out,L,162,bellinger
FT,ground_ball,14.89,63.65,69.3,10.9,field_out,L,112,bellinger
SL,popup,-30.88,51.2,80,69,field_out,L,NA,bellinger
FF,line_drive,95.52,118.33,107.4,23.4,home_run,L,358,bellinger
FF,ground_ball,36.16,32.92,104.5,3,single,L,69,bellinger
FF,line_drive,63.35,88.02,106.5,9.1,single,L,164,bellinger
SL,fly_ball,28.63,170.03,105.5,32.6,home_run,L,408,bellinger
SL,fly_ball,91.01,116.53,98.2,40.9,home_run,L,349,bellinger
SL,ground_ball,38.2,48.66,82.9,-20.7,field_out,L,NA,bellinger
CH,ground_ball,17.58,28.27,86.7,-7,field_error,L,18,bellinger
CU,fly_ball,-56.64,83.29,80.4,48.3,field_out,L,241,bellinger
FF,ground_ball,11.26,42.67,104.8,-7.2,field_out,L,18,bellinger
CH,popup,-44.51,31.18,61,59.2,field_out,L,135,bellinger
CH,fly_ball,-3.5,144.24,94.7,38.9,sac_fly,L,343,bellinger
KN,fly_ball,119.5,141.34,108.1,33.8,home_run,L,433,bellinger
FF,line_drive,56.34,124.63,90.5,23.6,field_out,L,324,bellinger
FT,ground_ball,-8.55,23.53,35.7,28.3,field_out,L,72,bellinger
SL,ground_ball,0.03,-5.14,50.7,-50.4,single,L,2,bellinger
FT,fly_ball,-75.75,102.99,89.6,43.9,field_out,L,304,bellinger
FT,line_drive,60.66,78.24,105,10.4,single,L,169,bellinger
FC,ground_ball,31.16,47.2,86.9,-25.7,field_out,L,5,bellinger
CH,fly_ball,39.27,107.89,86.9,44.1,field_out,L,274,bellinger
SI,fly_ball,-21.8,98.23,86.1,51.7,field_out,L,244,bellinger
SI,ground_ball,21.78,42.63,65.1,-18,field_out,L,8,bellinger
FF,line_drive,81.65,106.72,105,19.7,field_out,L,317,bellinger
SI,fly_ball,25.68,103.62,73.1,30.7,single,L,257,bellinger
FC,popup,-7.62,9.17,80,69,field_out,L,NA,bellinger
SL,line_drive,61.42,125.61,99.8,18.4,field_out,L,331,bellinger
SL,popup,35.54,66.93,70.5,51.5,field_out,L,184,bellinger
SL,fly_ball,70.23,160.26,104,28.9,home_run,L,413,bellinger
FF,fly_ball,11.07,140.5,97.1,41.8,field_out,L,335,bellinger
FF,fly_ball,69.37,174.51,108.1,31.2,home_run,L,442,bellinger
FF,fly_ball,16.84,140.29,100.7,42.4,field_out,L,336,bellinger
SI,fly_ball,7.71,184.1,105.1,24.5,home_run,L,436,bellinger
FS,line_drive,-35.95,123.62,90.5,20.4,double,L,308,bellinger
CU,fly_ball,-56.37,116.82,91.8,41.4,field_out,L,309,bellinger
CH,fly_ball,25.17,152.94,96.7,35.1,field_out,L,367,bellinger
CH,line_drive,22.03,28.44,95.6,6.8,double_play,L,112,bellinger
SI,ground_ball,28.48,41.58,78.9,-1.2,single,L,33,bellinger
SI,ground_ball,23.63,31.89,85.7,0.8,force_out,L,42,bellinger
SL,ground_ball,38.75,34.03,88.4,8.1,field_out,L,118,bellinger
FF,line_drive,34.53,32.5,99.3,6.7,field_out,L,124,bellinger
FC,fly_ball,-16.31,131.17,87.2,40.5,field_out,L,315,bellinger
FF,line_drive,32.57,36.25,78.7,12.8,field_out,L,158,bellinger
FF,line_drive,-51.62,105.5,84.2,21.8,field_out,L,282,bellinger
SL,ground_ball,75.11,70.05,73.6,4,double,L,63,bellinger
FF,fly_ball,69.19,125.16,96.1,46.5,field_out,L,338,bellinger
FF,fly_ball,55.33,139.96,104.3,46.3,field_out,L,356,bellinger
FF,ground_ball,18.52,51.27,91.5,-24.7,grounded_into_double_play,L,6,bellinger
FF,popup,4.58,76.11,80,69,field_out,L,NA,bellinger
FF,ground_ball,26.39,33.71,82.2,-27.8,fielders_choice,L,3,bellinger
FF,fly_ball,88.36,92.15,82.9,41.3,field_out,L,300,bellinger
FF,ground_ball,60.91,87.01,103.6,-5.2,single,L,19,bellinger
FF,fly_ball,-48.39,165.18,99,33.1,home_run,L,NA,bellinger
SI,ground_ball,37.58,28.83,97,0,field_out,L,53,bellinger
FT,fly_ball,-13.58,179.86,104.1,29.1,home_run,L,427,bellinger
SI,ground_ball,5.14,13.12,69.6,-9.7,field_out,L,9,bellinger
FF,ground_ball,56.85,105.38,102.5,-4.4,single,L,20,bellinger
FF,line_drive,30.29,133.69,98.5,19,double,L,326,bellinger
SL,fly_ball,91.96,104.12,91.8,37.2,field_out,L,327,bellinger
FF,ground_ball,8.85,21.85,95.9,-8.2,field_out,L,8,bellinger
FF,line_drive,-11.54,131.16,85.6,29.3,field_out,L,315,bellinger
FC,ground_ball,76.53,84.71,88.7,9,double,L,119,bellinger
CH,ground_ball,35.97,33,93.3,-11.9,field_out,L,8,bellinger
FF,fly_ball,-33.78,94.85,78.9,49.7,field_out,L,244,bellinger
FT,ground_ball,39.27,68.26,79.8,11.5,field_out,L,125,bellinger
FF,fly_ball,-25.85,150.53,99,34.6,field_out,L,363,bellinger
FT,fly_ball,-8.42,171.03,100.3,22.9,home_run,L,406,bellinger
FF,fly_ball,-31.5,172.65,104.8,23,home_run,L,416,bellinger
FF,fly_ball,-51.5,82.77,82.6,51.9,field_out,L,235,bellinger
FT,line_drive,68.83,106.23,104.9,11.5,single,L,202,bellinger
FC,ground_ball,26.6,50.24,66,-16.2,field_out,L,8,bellinger
SI,ground_ball,52.38,65.63,100.6,1.7,single,L,60,bellinger
FF,ground_ball,42.31,51.76,100.7,6.3,field_out,L,105,bellinger
FF,line_drive,71.08,70.67,83,20.5,double,L,237,bellinger
FF,line_drive,56.82,136.28,102.8,21.8,field_out,L,349,bellinger
CH,line_drive,-67.62,77.95,96.8,14.6,double,L,247,bellinger
FF,line_drive,71.76,109.97,84.8,26.1,field_out,L,310,bellinger
SI,fly_ball,18.82,176.79,102.9,26.5,home_run,L,421,bellinger
CU,ground_ball,30.14,31.99,70.2,-18.1,field_out,L,6,bellinger
FC,fly_ball,22.17,112.4,95.6,50.1,field_out,L,275,bellinger
SI,line_drive,39.02,104.99,99.1,14.6,single,L,271,bellinger
CH,ground_ball,34.96,49.73,80.8,-0.4,field_out,L,38,bellinger
FF,line_drive,113.47,102.67,106.2,21.9,home_run,L,359,bellinger
CH,line_drive,60.43,78.52,96.7,8.8,single,L,144,bellinger
FF,fly_ball,-60.65,152.85,104.5,34.8,home_run,L,390,bellinger
FF,line_drive,-42.16,80.52,82.4,15.6,single,L,222,bellinger
FT,line_drive,4.51,136.29,84.9,25.8,field_out,L,325,bellinger
SL,line_drive,25.1,26.09,85.7,4.9,field_out,L,85,bellinger
FF,line_drive,-46.53,106.47,84.1,25.3,field_out,L,279,bellinger
SL,ground_ball,63.86,69.7,104.3,-3.6,single,L,33,bellinger
FF,popup,-57.45,55.77,74.3,56.3,field_out,L,194,bellinger
FF,ground_ball,-1.33,-1.34,48.9,-55,field_out,L,2,bellinger
FC,ground_ball,20.43,39.78,95.7,-13.3,grounded_into_double_play,L,9,bellinger
FC,fly_ball,-33.05,97.51,75.3,38.4,field_out,L,248,bellinger
FF,fly_ball,-92.01,99.19,94,39.8,field_out,L,320,bellinger
SL,ground_ball,3.51,4.78,59.5,-52.6,field_out,L,2,bellinger
SI,fly_ball,-13.21,135,97.9,42.5,field_out,L,323,bellinger
KC,ground_ball,9.74,60.54,87.6,10,field_out,L,129,bellinger
CH,ground_ball,33.02,30.35,78.8,-4.5,field_out,L,17,bellinger
FF,fly_ball,-13.88,160.51,96.5,32.8,field_out,L,382,bellinger
SI,line_drive,27.44,76.57,70,22.3,single,L,198,bellinger
CH,line_drive,69.27,116.36,103.6,20.6,field_out,L,321,bellinger
SI,ground_ball,26.77,44.02,102.3,-5.9,field_out,L,17,bellinger
FT,fly_ball,15.34,156.67,101.8,38.2,field_out,L,373,bellinger
CH,fly_ball,-8.84,172.88,101.4,29.3,triple,L,409,bellinger
SL,fly_ball,79.88,116.32,91.6,27.7,field_out,L,333,bellinger
FF,line_drive,53.96,113.21,106.6,9,single,L,167,bellinger
SL,line_drive,75.01,108.22,105.8,14.6,single,L,248,bellinger
FF,ground_ball,25.86,57.33,102.7,-0.2,field_out,L,48,bellinger
SL,ground_ball,30.91,29.96,55.3,-34.1,field_out,L,2,bellinger
SI,line_drive,14.65,134.33,103.5,11.4,single,L,240,bellinger
SL,ground_ball,50.68,117.16,106.8,-0.5,single,L,38,bellinger
SL,fly_ball,-10.42,131.65,87.8,38.2,field_out,L,316,bellinger
CH,line_drive,67.52,138.55,99.6,20.3,field_out,L,364,bellinger
FT,popup,-10.41,-12.62,80,69,field_out,L,NA,bellinger
FF,line_drive,84.67,115.24,105.5,14.6,single,L,265,bellinger
FF,line_drive,42.04,116.21,101.5,13,double,L,295,bellinger
CH,fly_ball,-39.82,66.46,89.8,60.7,field_out,L,203,bellinger
CH,line_drive,4.51,61.3,86.1,9.6,field_out,L,198,bellinger
CH,fly_ball,-17.11,152.56,99.5,37.4,field_out,L,364,bellinger
SI,fly_ball,46.47,149.7,95.8,31.6,field_out,L,371,bellinger
CH,fly_ball,-31.28,99.65,79.8,42.1,field_out,L,252,bellinger
CU,fly_ball,56.58,164.64,104.9,30.9,home_run,L,411,bellinger
CH,popup,31.16,58.86,80,69,field_out,L,NA,bellinger
null,line_drive,34.96,36.04,91.1,18.2,field_out,L,NA,bellinger
null,popup,12.15,30.97,80,69,field_out,L,NA,bellinger
null,fly_ball,69.43,175.96,102.8,30.2,home_run,L,NA,bellinger
null,popup,-26.89,1.57,80,69,field_out,L,NA,bellinger
FT,fly_ball,-64.88,134.29,97.7,32.6,field_out,L,354,bellinger
SI,ground_ball,18.11,19.17,77.5,-55.8,field_out,L,2,bellinger
FF,line_drive,71.96,89.74,104.4,12.7,double,L,217,bellinger
SL,fly_ball,-47.48,101.8,88.3,47.7,field_out,L,270,bellinger
FF,line_drive,77.1,94.27,107.4,16.5,double,L,288,bellinger
FF,line_drive,62.46,76.83,102.4,9.4,single,L,174,bellinger
CH,ground_ball,19.09,38.34,64.2,-10.6,force_out,L,10,bellinger
FF,popup,-63.43,46.38,76.6,59.5,field_out,L,189,bellinger
SI,fly_ball,102.87,118.68,102.4,25.7,home_run,L,369,bellinger
FF,line_drive,-56.42,110.33,87,27.4,field_out,L,297,bellinger
FC,line_drive,62.13,116.84,87.8,21.3,field_out,L,314,bellinger
FF,line_drive,21.14,42.19,65,15.8,field_out,L,133,bellinger
CU,line_drive,11.39,61.77,95.8,11.3,field_out,L,184,bellinger
SI,ground_ball,26.29,40.79,91.7,-1.7,force_out,L,28,bellinger
FS,line_drive,44.94,107.93,98.9,18.7,field_out,L,279,bellinger
SI,ground_ball,24.1,47.81,99.2,-22.3,field_out,L,4,bellinger
FF,line_drive,-2.61,130.03,100.2,14.3,field_out,L,311,bellinger
FF,line_drive,-3.48,140.84,89.3,15.3,single,L,267,bellinger
FF,fly_ball,-5.34,167.82,102.6,27.9,home_run,L,411,bellinger
FT,popup,77.6,60.03,96.4,57.9,field_out,L,231,bellinger
FF,line_drive,-64.6,83.89,89.6,13,single,L,216,bellinger
FS,line_drive,-1.69,67.31,76.5,14.1,field_out,L,168,bellinger
FS,line_drive,-10.84,114.63,88.2,13.1,single,L,220,bellinger
SI,line_drive,43.04,158.49,104.1,20.3,home_run,L,389,bellinger
SL,line_drive,34.84,37.94,106.9,8,field_out,L,163,bellinger
FT,line_drive,35.95,143.29,102.3,17.7,double,L,350,bellinger
FF,line_drive,74.92,126.29,92.2,24.3,field_out,L,346,bellinger
FF,ground_ball,34.71,34.02,77.6,-24.3,field_out,L,3,bellinger
SL,fly_ball,-44.2,149.69,98.5,31.9,field_out,L,370,bellinger
FT,fly_ball,14.16,86.67,66.6,25.3,single,L,214,bellinger
FF,ground_ball,17.98,26.41,91.3,-38.9,field_out,L,3,bellinger
CH,fly_ball,-39.11,168.21,104.8,23.1,home_run,L,409,bellinger
FF,popup,-56.04,35.03,86.2,60.4,field_out,L,202,bellinger
